assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_014191695.1,PRJNA224116,SAMD00238717,,,na,,1314,1314,Streptococcus pyogenes,strain=NIH34,,latest,Complete Genome,Major,Full,2020/08/08,ASM1419169v1,"Department of Microbiology, Graduate School of Medicine, Kyoto University",GCA_014191695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/191/695/GCF_014191695.1_ASM1419169v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014191695.1/GCF_014191695.1_ASM1419169v1_genomic.fna.gz,STPY.0321.00108,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014191695.1_ASM1419169v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014191695.1_ASM1419169v1_genomic.fna_prepare-split125N.fna,1900555,1,1,GCF_014191695.1_ASM1419169v1_genomic.fna_prepare-split125N.fna,ASM1419169v1,NIH34,Streptococcus pyogenes NIH34
GCF_014191835.1,PRJNA224116,SAMD00238718,,,na,,1314,1314,Streptococcus pyogenes,strain=NIH35,,latest,Complete Genome,Major,Full,2020/08/08,ASM1419183v1,"Department of Microbiology, Graduate School of Medicine, Kyoto University",GCA_014191835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/191/835/GCF_014191835.1_ASM1419183v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014191835.1/GCF_014191835.1_ASM1419183v1_genomic.fna.gz,STPY.0321.00119,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014191835.1_ASM1419183v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014191835.1_ASM1419183v1_genomic.fna_prepare-split125N.fna,1853362,1,1,GCF_014191835.1_ASM1419183v1_genomic.fna_prepare-split125N.fna,ASM1419183v1,NIH35,Streptococcus pyogenes NIH35
GCF_014192005.1,PRJNA224116,SAMD00238719,,,na,,1314,1314,Streptococcus pyogenes,strain=KUN-0012590,,latest,Complete Genome,Major,Full,2020/08/08,ASM1419200v1,"Department of Microbiology, Graduate School of Medicine, Kyoto University",GCA_014192005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/192/005/GCF_014192005.1_ASM1419200v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014192005.1/GCF_014192005.1_ASM1419200v1_genomic.fna.gz,STPY.0321.00120,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014192005.1_ASM1419200v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014192005.1_ASM1419200v1_genomic.fna_prepare-split125N.fna,1854597,1,1,GCF_014192005.1_ASM1419200v1_genomic.fna_prepare-split125N.fna,ASM1419200v1,KUN-0012590,Streptococcus pyogenes KUN-0012590
GCF_014192175.1,PRJNA224116,SAMD00238720,,,na,,1314,1314,Streptococcus pyogenes,strain=KUN-0014944,,latest,Complete Genome,Major,Full,2020/08/08,ASM1419217v1,"Department of Microbiology, Graduate School of Medicine, Kyoto University",GCA_014192175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/192/175/GCF_014192175.1_ASM1419217v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014192175.1/GCF_014192175.1_ASM1419217v1_genomic.fna.gz,STPY.0321.00121,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014192175.1_ASM1419217v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014192175.1_ASM1419217v1_genomic.fna_prepare-split125N.fna,1747400,1,1,GCF_014192175.1_ASM1419217v1_genomic.fna_prepare-split125N.fna,ASM1419217v1,KUN-0014944,Streptococcus pyogenes KUN-0014944
GCF_014218015.1,PRJNA224116,SAMN12251806,,,na,,1314,1314,Streptococcus pyogenes,strain=37-97,,latest,Complete Genome,Major,Full,2020/08/17,ASM1421801v1,Federal University of Rio de Janeiro,GCA_014218015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/218/015/GCF_014218015.1_ASM1421801v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014218015.1/GCF_014218015.1_ASM1421801v1_genomic.fna.gz,STPY.0321.00122,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014218015.1_ASM1421801v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014218015.1_ASM1421801v1_genomic.fna_prepare-split125N.fna,1918725,1,1,GCF_014218015.1_ASM1421801v1_genomic.fna_prepare-split125N.fna,ASM1421801v1,37-97,Streptococcus pyogenes 37-97
GCF_014495925.1,PRJNA224116,SAMN15964725,,,na,,1314,1314,Streptococcus pyogenes,strain=BSAC_bs192,Invasive disease,latest,Complete Genome,Major,Full,2020/09/09,ASM1449592v1,University of Sheffield,GCA_014495925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/925/GCF_014495925.1_ASM1449592v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014495925.1/GCF_014495925.1_ASM1449592v1_genomic.fna.gz,STPY.0321.00123,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495925.1_ASM1449592v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495925.1_ASM1449592v1_genomic.fna_prepare-split125N.fna,1865571,1,1,GCF_014495925.1_ASM1449592v1_genomic.fna_prepare-split125N.fna,ASM1449592v1,BSAC_bs192,Streptococcus pyogenes BSAC_bs192
GCF_014495945.1,PRJNA224116,SAMN15964727,,,na,,1314,1314,Streptococcus pyogenes,strain=BSAC_bs1388,Invasive disease,latest,Complete Genome,Major,Full,2020/09/09,ASM1449594v1,University of Sheffield,GCA_014495945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/945/GCF_014495945.1_ASM1449594v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014495945.1/GCF_014495945.1_ASM1449594v1_genomic.fna.gz,STPY.0321.00124,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495945.1_ASM1449594v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495945.1_ASM1449594v1_genomic.fna_prepare-split125N.fna,1932413,1,1,GCF_014495945.1_ASM1449594v1_genomic.fna_prepare-split125N.fna,ASM1449594v1,BSAC_bs1388,Streptococcus pyogenes BSAC_bs1388
GCF_014495965.1,PRJNA224116,SAMN15964728,,,na,,1314,1314,Streptococcus pyogenes,strain=BSAC_bs1802,Invasive disease,latest,Complete Genome,Major,Full,2020/09/09,ASM1449596v1,University of Sheffield,GCA_014495965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/965/GCF_014495965.1_ASM1449596v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014495965.1/GCF_014495965.1_ASM1449596v1_genomic.fna.gz,STPY.0321.00125,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495965.1_ASM1449596v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495965.1_ASM1449596v1_genomic.fna_prepare-split125N.fna,1909430,1,1,GCF_014495965.1_ASM1449596v1_genomic.fna_prepare-split125N.fna,ASM1449596v1,BSAC_bs1802,Streptococcus pyogenes BSAC_bs1802
GCF_014495985.1,PRJNA224116,SAMN15964726,,,na,,1314,1314,Streptococcus pyogenes,strain=BSAC_bs472,Invasive disease,latest,Complete Genome,Major,Full,2020/09/09,ASM1449598v1,University of Sheffield,GCA_014495985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/985/GCF_014495985.1_ASM1449598v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_014495985.1/GCF_014495985.1_ASM1449598v1_genomic.fna.gz,STPY.0321.00126,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495985.1_ASM1449598v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_014495985.1_ASM1449598v1_genomic.fna_prepare-split125N.fna,1859391,1,1,GCF_014495985.1_ASM1449598v1_genomic.fna_prepare-split125N.fna,ASM1449598v1,BSAC_bs472,Streptococcus pyogenes BSAC_bs472
GCF_016126835.1,PRJNA224116,SAMN17054563,,,na,,1314,1314,Streptococcus pyogenes,strain=emm9ST603,,latest,Complete Genome,Major,Full,2020/12/20,ASM1612683v1,Queensland Health Forensic and Scientific Services,GCA_016126835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/126/835/GCF_016126835.1_ASM1612683v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_016126835.1/GCF_016126835.1_ASM1612683v1_genomic.fna.gz,STPY.0321.00127,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016126835.1_ASM1612683v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016126835.1_ASM1612683v1_genomic.fna_prepare-split125N.fna,1862424,1,1,GCF_016126835.1_ASM1612683v1_genomic.fna_prepare-split125N.fna,ASM1612683v1,emm9ST603,Streptococcus pyogenes emm9ST603
GCF_016549335.1,PRJNA224116,SAMN17141635,,,na,,1314,1314,Streptococcus pyogenes,strain=iGAS426,,latest,Complete Genome,Major,Full,2021/01/06,ASM1654933v1,University of Glasgow,GCA_016549335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/549/335/GCF_016549335.1_ASM1654933v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_016549335.1/GCF_016549335.1_ASM1654933v1_genomic.fna.gz,STPY.0321.00128,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549335.1_ASM1654933v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549335.1_ASM1654933v1_genomic.fna_prepare-split125N.fna,1897111,1,1,GCF_016549335.1_ASM1654933v1_genomic.fna_prepare-split125N.fna,ASM1654933v1,iGAS426,Streptococcus pyogenes iGAS426
GCF_016549355.1,PRJNA224116,SAMN17141633,,,na,,1314,1314,Streptococcus pyogenes,strain=iGAS376,,latest,Complete Genome,Major,Full,2021/01/06,ASM1654935v1,University of Glasgow,GCA_016549355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/549/355/GCF_016549355.1_ASM1654935v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_016549355.1/GCF_016549355.1_ASM1654935v1_genomic.fna.gz,STPY.0321.00129,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549355.1_ASM1654935v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549355.1_ASM1654935v1_genomic.fna_prepare-split125N.fna,1897124,1,1,GCF_016549355.1_ASM1654935v1_genomic.fna_prepare-split125N.fna,ASM1654935v1,iGAS376,Streptococcus pyogenes iGAS376
GCF_016549375.1,PRJNA224116,SAMN17141634,,,na,,1314,1314,Streptococcus pyogenes,strain=iGAS391,,latest,Complete Genome,Major,Full,2021/01/06,ASM1654937v1,University of Glasgow,GCA_016549375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/549/375/GCF_016549375.1_ASM1654937v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_016549375.1/GCF_016549375.1_ASM1654937v1_genomic.fna.gz,STPY.0321.00130,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549375.1_ASM1654937v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_016549375.1_ASM1654937v1_genomic.fna_prepare-split125N.fna,1897129,1,1,GCF_016549375.1_ASM1654937v1_genomic.fna_prepare-split125N.fna,ASM1654937v1,iGAS391,Streptococcus pyogenes iGAS391
GCF_017132795.1,PRJNA224116,SAMN18034722,,,na,,1314,1314,Streptococcus pyogenes,strain=M11318,,latest,Complete Genome,Major,Full,2021/03/02,ASM1713279v1,Queensland Health Forensic and Scientific Services,GCA_017132795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/132/795/GCF_017132795.1_ASM1713279v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_017132795.1/GCF_017132795.1_ASM1713279v1_genomic.fna.gz,STPY.0321.00131,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_017132795.1_ASM1713279v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_017132795.1_ASM1713279v1_genomic.fna_prepare-split125N.fna,1831274,1,1,GCF_017132795.1_ASM1713279v1_genomic.fna_prepare-split125N.fna,ASM1713279v1,M11318,Streptococcus pyogenes M11318
GCF_900474455.1,PRJNA224116,SAMEA3597579,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8225,,latest,Complete Genome,Major,Full,2018/06/18,42017_D01,SC,GCA_900474455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/455/GCF_900474455.1_42017_D01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474455.1/GCF_900474455.1_42017_D01_genomic.fna.gz,STPY.0321.00132,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474455.1_42017_D01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474455.1_42017_D01_genomic.fna_prepare-split125N.fna,1906873,1,1,GCF_900474455.1_42017_D01_genomic.fna_prepare-split125N.fna,42017_D01,NCTC8225,Streptococcus pyogenes NCTC8225
GCF_900474645.1,PRJNA224116,SAMEA3539724,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC5163,,latest,Complete Genome,Major,Full,2018/06/18,41767_A01,SC,GCA_900474645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/645/GCF_900474645.1_41767_A01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474645.1/GCF_900474645.1_41767_A01_genomic.fna.gz,STPY.0321.00133,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474645.1_41767_A01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474645.1_41767_A01_genomic.fna_prepare-split125N.fna,1921448,1,1,GCF_900474645.1_41767_A01_genomic.fna_prepare-split125N.fna,41767_A01,NCTC5163,Streptococcus pyogenes NCTC5163
GCF_900474745.1,PRJNA224116,SAMEA3542447,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12059,,latest,Complete Genome,Major,Full,2018/06/18,41800_E02,SC,GCA_900474745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/745/GCF_900474745.1_41800_E02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474745.1/GCF_900474745.1_41800_E02_genomic.fna.gz,STPY.0321.00134,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474745.1_41800_E02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474745.1_41800_E02_genomic.fna_prepare-split125N.fna,1808384,1,1,GCF_900474745.1_41800_E02_genomic.fna_prepare-split125N.fna,41800_E02,NCTC12059,Streptococcus pyogenes NCTC12059
GCF_900474765.1,PRJNA224116,SAMEA3542441,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8314,,latest,Complete Genome,Major,Full,2018/06/18,41800_G01,SC,GCA_900474765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/765/GCF_900474765.1_41800_G01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474765.1/GCF_900474765.1_41800_G01_genomic.fna.gz,STPY.0321.00135,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474765.1_41800_G01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474765.1_41800_G01_genomic.fna_prepare-split125N.fna,1862643,1,1,GCF_900474765.1_41800_G01_genomic.fna_prepare-split125N.fna,41800_G01,NCTC8314,Streptococcus pyogenes NCTC8314
GCF_900474775.1,PRJNA224116,SAMEA3542449,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12066,,latest,Complete Genome,Major,Full,2018/06/18,41800_G02,SC,GCA_900474775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/775/GCF_900474775.1_41800_G02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474775.1/GCF_900474775.1_41800_G02_genomic.fna.gz,STPY.0321.00136,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474775.1_41800_G02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474775.1_41800_G02_genomic.fna_prepare-split125N.fna,1744145,1,1,GCF_900474775.1_41800_G02_genomic.fna_prepare-split125N.fna,41800_G02,NCTC12066,Streptococcus pyogenes NCTC12066
GCF_900474795.1,PRJNA224116,SAMEA3542433,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC5164,,latest,Complete Genome,Major,Full,2018/06/18,41767_B01,SC,GCA_900474795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/795/GCF_900474795.1_41767_B01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474795.1/GCF_900474795.1_41767_B01_genomic.fna.gz,STPY.0321.00137,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474795.1_41767_B01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474795.1_41767_B01_genomic.fna_prepare-split125N.fna,1921169,1,1,GCF_900474795.1_41767_B01_genomic.fna_prepare-split125N.fna,41767_B01,NCTC5164,Streptococcus pyogenes NCTC5164
GCF_900474815.1,PRJNA224116,SAMEA3542440,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8300,,latest,Complete Genome,Major,Full,2018/06/18,41800_F01,SC,GCA_900474815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/815/GCF_900474815.1_41800_F01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474815.1/GCF_900474815.1_41800_F01_genomic.fna.gz,STPY.0321.00138,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474815.1_41800_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474815.1_41800_F01_genomic.fna_prepare-split125N.fna,1797476,1,1,GCF_900474815.1_41800_F01_genomic.fna_prepare-split125N.fna,41800_F01,NCTC8300,Streptococcus pyogenes NCTC8300
GCF_900474825.1,PRJNA224116,SAMEA3542444,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12045,,latest,Complete Genome,Major,Full,2018/06/18,41800_B02,SC,GCA_900474825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/825/GCF_900474825.1_41800_B02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474825.1/GCF_900474825.1_41800_B02_genomic.fna.gz,STPY.0321.00139,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474825.1_41800_B02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474825.1_41800_B02_genomic.fna_prepare-split125N.fna,1756406,1,1,GCF_900474825.1_41800_B02_genomic.fna_prepare-split125N.fna,41800_B02,NCTC12045,Streptococcus pyogenes NCTC12045
GCF_900474835.1,PRJNA224116,SAMEA3542450,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12069,,latest,Complete Genome,Major,Full,2018/06/18,41800_H02,SC,GCA_900474835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/835/GCF_900474835.1_41800_H02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474835.1/GCF_900474835.1_41800_H02_genomic.fna.gz,STPY.0321.00140,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474835.1_41800_H02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474835.1_41800_H02_genomic.fna_prepare-split125N.fna,1808407,1,1,GCF_900474835.1_41800_H02_genomic.fna_prepare-split125N.fna,41800_H02,NCTC12069,Streptococcus pyogenes NCTC12069
GCF_900474845.1,PRJNA224116,SAMEA3594346,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12057,,latest,Complete Genome,Major,Full,2018/06/18,41906_C02,SC,GCA_900474845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/845/GCF_900474845.1_41906_C02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474845.1/GCF_900474845.1_41906_C02_genomic.fna.gz,STPY.0321.00141,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474845.1_41906_C02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474845.1_41906_C02_genomic.fna_prepare-split125N.fna,1848740,1,1,GCF_900474845.1_41906_C02_genomic.fna_prepare-split125N.fna,41906_C02,NCTC12057,Streptococcus pyogenes NCTC12057
GCF_900474855.1,PRJNA224116,SAMEA3572419,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC8328,,latest,Complete Genome,Major,Full,2018/06/18,41825_E01,SC,GCA_900474855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/855/GCF_900474855.1_41825_E01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474855.1/GCF_900474855.1_41825_E01_genomic.fna.gz,STPY.0321.00142,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474855.1_41825_E01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474855.1_41825_E01_genomic.fna_prepare-split125N.fna,1864452,1,1,GCF_900474855.1_41825_E01_genomic.fna_prepare-split125N.fna,41825_E01,NCTC8328,Streptococcus pyogenes NCTC8328
GCF_900474865.1,PRJNA224116,SAMEA3594347,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12058,,latest,Complete Genome,Major,Full,2018/06/18,41906_D02,SC,GCA_900474865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/865/GCF_900474865.1_41906_D02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474865.1/GCF_900474865.1_41906_D02_genomic.fna.gz,STPY.0321.00143,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474865.1_41906_D02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474865.1_41906_D02_genomic.fna_prepare-split125N.fna,1768863,1,1,GCF_900474865.1_41906_D02_genomic.fna_prepare-split125N.fna,41906_D02,NCTC12058,Streptococcus pyogenes NCTC12058
GCF_900474885.1,PRJNA224116,SAMEA3572427,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12046,,latest,Complete Genome,Major,Full,2018/06/17,41851_E01,SC,GCA_900474885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/885/GCF_900474885.1_41851_E01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474885.1/GCF_900474885.1_41851_E01_genomic.fna.gz,STPY.0321.00144,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474885.1_41851_E01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474885.1_41851_E01_genomic.fna_prepare-split125N.fna,1875632,1,1,GCF_900474885.1_41851_E01_genomic.fna_prepare-split125N.fna,41851_E01,NCTC12046,Streptococcus pyogenes NCTC12046
GCF_900474895.1,PRJNA224116,SAMEA3597589,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12696,,latest,Complete Genome,Major,Full,2018/06/18,42042_C02,SC,GCA_900474895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/895/GCF_900474895.1_42042_C02,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474895.1/GCF_900474895.1_42042_C02_genomic.fna.gz,STPY.0321.00145,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474895.1_42042_C02_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474895.1_42042_C02_genomic.fna_prepare-split125N.fna,1845052,1,1,GCF_900474895.1_42042_C02_genomic.fna_prepare-split125N.fna,42042_C02,NCTC12696,Streptococcus pyogenes NCTC12696
GCF_900474915.1,PRJNA224116,SAMEA3572431,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12048,,latest,Complete Genome,Major,Full,2018/06/18,41851_G01,SC,GCA_900474915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/915/GCF_900474915.1_41851_G01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474915.1/GCF_900474915.1_41851_G01_genomic.fna.gz,STPY.0321.00147,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474915.1_41851_G01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474915.1_41851_G01_genomic.fna_prepare-split125N.fna,1793034,1,1,GCF_900474915.1_41851_G01_genomic.fna_prepare-split125N.fna,41851_G01,NCTC12048,Streptococcus pyogenes NCTC12048
GCF_900474925.1,PRJNA224116,SAMEA3572435,,,na,,1314,1314,Streptococcus pyogenes,strain=NCTC12050,,latest,Complete Genome,Major,Full,2018/06/18,41885_G01,SC,GCA_900474925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/925/GCF_900474925.1_41885_G01,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_900474925.1/GCF_900474925.1_41885_G01_genomic.fna.gz,STPY.0321.00146,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474925.1_41885_G01_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_900474925.1_41885_G01_genomic.fna_prepare-split125N.fna,1851237,1,1,GCF_900474925.1_41885_G01_genomic.fna_prepare-split125N.fna,41885_G01,NCTC12050,Streptococcus pyogenes NCTC12050
