block,species,chr,chr_beg,chr_end,orientation
77,STPY.0321.00184,1,998038,1002145,+
77,STPY.0321.00183,1,859414,863532,-
77,STPY.0321.00047,1,1071546,1075664,+
77,STPY.0321.00039,1,1025350,1029468,+
77,STPY.0321.00036,1,821533,825651,-
77,STPY.0321.00076,1,1030535,1034653,+
77,STPY.0321.00035,1,1000370,1004488,+
77,STPY.0321.00027,1,799932,804050,-
77,STPY.0321.00034,1,796466,800573,-
77,STPY.0321.00052,1,1042441,1046559,+
77,STPY.0321.00029,1,826674,830781,-
77,STPY.0321.00054,1,1072592,1076710,+
77,STPY.0321.00011,1,929225,933343,-
77,STPY.0321.00009,1,837317,841430,-
77,STPY.0321.00020,1,929200,933318,-
77,STPY.0321.00014,1,793321,797433,-
77,STPY.0321.00018,1,929207,933325,-
77,STPY.0321.00012,1,839637,843755,-
77,STPY.0321.00045,1,800338,804456,-
77,STPY.0321.00004,1,1031249,1035356,+
77,STPY.0321.00015,1,851077,855194,-
77,STPY.0321.00025,1,1031357,1035464,+
77,STPY.0321.00022,1,1030017,1034135,+
77,STPY.0321.00149,1,837597,842909,-
77,STPY.0321.00026,1,880467,884574,-
77,STPY.0321.00016,1,909368,913486,-
76,STPY.0321.00072,1,1018342,1022866,+
76,STPY.0321.00071,1,1019449,1023972,+
76,STPY.0321.00070,1,1010187,1014710,+
76,STPY.0321.00079,1,892016,896538,-
76,STPY.0321.00080,1,861247,865770,-
76,STPY.0321.00062,1,1019190,1023713,+
76,STPY.0321.00082,1,837519,842041,-
76,STPY.0321.00065,1,1019505,1024028,+
76,STPY.0321.00066,1,891213,895735,-
76,STPY.0321.00077,1,1075287,1079810,+
76,STPY.0321.00101,1,831088,835578,-
76,STPY.0321.00102,1,872324,876852,-
76,STPY.0321.00103,1,836031,840555,-
76,STPY.0321.00109,1,923542,928065,+
76,STPY.0321.00105,1,803332,807843,-
76,STPY.0321.00087,1,949157,953679,+
76,STPY.0321.00097,1,848284,852773,-
76,STPY.0321.00075,1,1019237,1023760,+
76,STPY.0321.00083,1,887850,892374,-
76,STPY.0321.00086,1,921957,926474,+
76,STPY.0321.00085,1,930977,935502,+
76,STPY.0321.00094,1,810253,814775,-
76,STPY.0321.00091,1,924635,929170,-
76,STPY.0321.00219,1,1749393,1753916,+
76,STPY.0321.00213,1,826748,831238,-
76,STPY.0321.00203,1,891863,896385,-
76,STPY.0321.00218,1,1018314,1022826,+
76,STPY.0321.00204,1,882820,887331,-
76,STPY.0321.00110,1,30435,34925,-
76,STPY.0321.00099,1,1059185,1063710,+
76,STPY.0321.00051,1,1104381,1108904,+
76,STPY.0321.00033,1,805216,809727,-
76,STPY.0321.00127,1,996928,1001452,+
76,STPY.0321.00068,1,1018542,1023065,+
76,STPY.0321.00050,1,919730,924254,-
76,STPY.0321.00201,1,808006,812496,-
76,STPY.0321.00056,1,1020630,1025153,+
76,STPY.0321.00134,1,955831,960354,+
76,STPY.0321.00078,1,1019281,1023804,+
76,STPY.0321.00132,1,1102078,1106601,+
76,STPY.0321.00115,1,1156705,1161196,+
76,STPY.0321.00001,1,823556,828067,-
76,STPY.0321.00053,1,810143,814665,-
76,STPY.0321.00202,1,810450,814972,-
76,STPY.0321.00048,1,837283,841805,-
76,STPY.0321.00113,1,823209,827720,-
76,STPY.0321.00114,1,823318,827829,-
76,STPY.0321.00121,1,828711,833222,-
76,STPY.0321.00161,1,826013,830536,-
76,STPY.0321.00205,1,913847,918382,-
76,STPY.0321.00131,1,825192,829682,-
76,STPY.0321.00147,1,976925,981440,+
76,STPY.0321.00126,1,859458,863993,-
76,STPY.0321.00116,1,1357336,1361826,-
76,STPY.0321.00156,1,896602,901124,-
76,STPY.0321.00187,1,865810,870345,-
76,STPY.0321.00120,1,1006669,1011194,+
76,STPY.0321.00100,1,975072,979597,+
76,STPY.0321.00032,1,1060498,1065021,+
76,STPY.0321.00195,1,889571,894061,-
76,STPY.0321.00148,1,845629,850153,-
76,STPY.0321.00104,1,839469,843992,-
76,STPY.0321.00171,1,799769,804284,-
76,STPY.0321.00162,1,879543,884065,-
76,STPY.0321.00160,1,802820,807345,-
76,STPY.0321.00142,1,1027320,1031845,+
76,STPY.0321.00063,1,869229,873740,-
76,STPY.0321.00073,1,1020920,1025443,+
76,STPY.0321.00125,1,935735,940270,-
76,STPY.0321.00123,1,865891,870426,-
76,STPY.0321.00194,1,856815,861339,-
76,STPY.0321.00059,1,824955,829466,-
76,STPY.0321.00135,1,1005123,1009647,+
76,STPY.0321.00151,1,920474,924999,+
76,STPY.0321.00005,1,809915,814437,-
76,STPY.0321.00088,1,966844,971371,+
76,STPY.0321.00163,1,973198,977725,+
76,STPY.0321.00174,1,849579,854101,-
76,STPY.0321.00037,1,830833,835344,-
76,STPY.0321.00044,1,789392,793903,-
76,STPY.0321.00164,1,834692,839203,-
76,STPY.0321.00166,1,993372,997896,+
76,STPY.0321.00154,1,956853,961378,+
76,STPY.0321.00055,1,869082,873593,-
76,STPY.0321.00074,1,1021065,1025588,+
76,STPY.0321.00112,1,828037,832552,-
76,STPY.0321.00144,1,813847,818371,-
76,STPY.0321.00157,1,1088700,1093214,+
76,STPY.0321.00168,1,884187,888711,-
76,STPY.0321.00041,1,1061987,1066510,+
76,STPY.0321.00119,1,1019623,1024146,+
76,STPY.0321.00118,1,961427,965963,+
76,STPY.0321.00049,1,1074129,1078652,+
76,STPY.0321.00046,1,822919,827430,-
76,STPY.0321.00043,1,1020108,1024631,+
76,STPY.0321.00038,1,1769250,1773741,+
76,STPY.0321.00117,1,831362,835852,-
76,STPY.0321.00122,1,930471,934995,+
76,STPY.0321.00042,1,878547,883071,-
76,STPY.0321.00028,1,857565,862089,-
76,STPY.0321.00019,1,920827,925352,+
76,STPY.0321.00124,1,961279,965815,+
76,STPY.0321.00214,1,806671,811161,-
76,STPY.0321.00138,1,910247,914770,+
76,STPY.0321.00210,1,1079321,1083844,+
76,STPY.0321.00172,1,930927,935450,+
76,STPY.0321.00069,1,850889,855411,-
76,STPY.0321.00179,1,971327,975852,+
76,STPY.0321.00182,1,874153,878664,-
76,STPY.0321.00024,1,1018726,1023249,+
76,STPY.0321.00058,1,1060745,1065268,+
76,STPY.0321.00159,1,961631,966167,+
76,STPY.0321.00188,1,831126,835616,-
76,STPY.0321.00017,1,927735,932259,+
76,STPY.0321.00186,1,825076,829566,-
76,STPY.0321.00111,1,806864,811354,-
76,STPY.0321.00185,1,848204,852694,-
76,STPY.0321.00190,1,1020970,1025493,+
76,STPY.0321.00180,1,993171,997689,+
76,STPY.0321.00181,1,792822,797346,-
76,STPY.0321.00023,1,1063619,1068142,+
76,STPY.0321.00184,1,992992,997483,+
76,STPY.0321.00183,1,869397,873908,-
76,STPY.0321.00047,1,1061158,1065681,+
76,STPY.0321.00039,1,1014962,1019485,+
76,STPY.0321.00036,1,831516,836037,-
76,STPY.0321.00076,1,1020147,1024670,+
76,STPY.0321.00035,1,989980,994505,+
76,STPY.0321.00027,1,809915,814437,-
76,STPY.0321.00034,1,801128,805618,-
76,STPY.0321.00052,1,1032053,1036576,+
76,STPY.0321.00029,1,831336,835826,-
76,STPY.0321.00054,1,1062204,1066727,+
76,STPY.0321.00011,1,939208,943743,-
76,STPY.0321.00009,1,842843,847365,-
76,STPY.0321.00020,1,939183,943718,-
76,STPY.0321.00014,1,803299,807810,-
76,STPY.0321.00018,1,939190,943725,-
76,STPY.0321.00012,1,849620,854142,-
76,STPY.0321.00045,1,810321,814843,-
76,STPY.0321.00004,1,1026203,1030694,+
76,STPY.0321.00015,1,881778,886300,-
76,STPY.0321.00025,1,1026311,1030802,+
76,STPY.0321.00022,1,1019628,1024151,+
76,STPY.0321.00149,1,843466,847989,-
76,STPY.0321.00026,1,885129,889619,-
76,STPY.0321.00016,1,919351,923873,-
75,STPY.0321.00072,1,1005224,1018341,+
75,STPY.0321.00071,1,1006331,1019448,+
75,STPY.0321.00070,1,997069,1010186,+
75,STPY.0321.00079,1,896540,909657,-
75,STPY.0321.00080,1,865772,878889,-
75,STPY.0321.00062,1,1006072,1019189,+
75,STPY.0321.00061,1,1002845,1015963,+
75,STPY.0321.00082,1,842043,855159,-
75,STPY.0321.00057,1,1002845,1015963,+
75,STPY.0321.00067,1,827298,840414,-
75,STPY.0321.00065,1,1006387,1019504,+
75,STPY.0321.00066,1,895737,908854,-
75,STPY.0321.00064,1,806670,819787,-
75,STPY.0321.00077,1,1062169,1075286,+
75,STPY.0321.00101,1,835580,848691,-
75,STPY.0321.00102,1,876854,889967,-
75,STPY.0321.00108,1,946431,959547,-
75,STPY.0321.00103,1,840557,853672,-
75,STPY.0321.00109,1,910424,923541,+
75,STPY.0321.00105,1,807845,820961,-
75,STPY.0321.00087,1,936039,949156,+
75,STPY.0321.00097,1,852775,865890,-
75,STPY.0321.00089,1,797021,810138,-
75,STPY.0321.00075,1,1006119,1019236,+
75,STPY.0321.00083,1,892376,905492,-
75,STPY.0321.00086,1,908839,921956,+
75,STPY.0321.00085,1,917860,930976,+
75,STPY.0321.00094,1,814777,827894,-
75,STPY.0321.00096,1,834765,847882,-
75,STPY.0321.00093,1,839335,852453,-
75,STPY.0321.00091,1,929172,942287,-
75,STPY.0321.00217,1,1882234,1895351,+
75,STPY.0321.00219,1,1736275,1749392,+
75,STPY.0321.00213,1,831240,844351,-
75,STPY.0321.00216,1,939459,952576,-
75,STPY.0321.00197,1,872846,887049,-
75,STPY.0321.00203,1,896387,909504,-
75,STPY.0321.00218,1,1005197,1018313,+
75,STPY.0321.00204,1,887333,900449,-
75,STPY.0321.00199,1,809882,822999,-
75,STPY.0321.00110,1,34927,48038,-
75,STPY.0321.00200,1,821013,834130,-
75,STPY.0321.00099,1,1046071,1059184,+
75,STPY.0321.00051,1,1091263,1104380,+
75,STPY.0321.00198,1,940403,953519,-
75,STPY.0321.00128,1,1016083,1029200,+
75,STPY.0321.00033,1,809729,822845,-
75,STPY.0321.00130,1,1016019,1029136,+
75,STPY.0321.00129,1,859826,872943,-
75,STPY.0321.00127,1,983811,996927,+
75,STPY.0321.00208,1,805306,818423,-
75,STPY.0321.00068,1,1005424,1018541,+
75,STPY.0321.00050,1,924256,937373,-
75,STPY.0321.00201,1,812498,825609,-
75,STPY.0321.00056,1,1007512,1020629,+
75,STPY.0321.00133,1,834554,847671,-
75,STPY.0321.00134,1,942714,955830,+
75,STPY.0321.00078,1,1006163,1019280,+
75,STPY.0321.00132,1,1088961,1102077,+
75,STPY.0321.00115,1,1143586,1156704,+
75,STPY.0321.00001,1,828069,841186,-
75,STPY.0321.00053,1,814667,827784,-
75,STPY.0321.00090,1,948300,961417,+
75,STPY.0321.00202,1,814974,828091,-
75,STPY.0321.00048,1,841807,854828,-
75,STPY.0321.00113,1,827722,840839,-
75,STPY.0321.00114,1,827831,840948,-
75,STPY.0321.00121,1,833224,846340,-
75,STPY.0321.00137,1,834292,847409,-
75,STPY.0321.00161,1,830538,843654,-
75,STPY.0321.00007,1,946137,959253,-
75,STPY.0321.00205,1,918384,931495,-
75,STPY.0321.00131,1,829684,842795,-
75,STPY.0321.00147,1,963808,976924,+
75,STPY.0321.00126,1,863995,877106,-
75,STPY.0321.00098,1,981048,994165,+
75,STPY.0321.00116,1,1361828,1374946,-
75,STPY.0321.00156,1,901126,914242,-
75,STPY.0321.00187,1,870347,883458,-
75,STPY.0321.00120,1,993553,1006668,+
75,STPY.0321.00100,1,961954,975071,+
75,STPY.0321.00032,1,1047381,1060497,+
75,STPY.0321.00195,1,894063,907174,-
75,STPY.0321.00084,1,939184,952301,+
75,STPY.0321.00215,1,796634,809744,-
75,STPY.0321.00148,1,850155,863270,-
75,STPY.0321.00104,1,843994,857110,-
75,STPY.0321.00171,1,804286,817403,-
75,STPY.0321.00003,1,939927,953043,-
75,STPY.0321.00162,1,884067,897177,-
75,STPY.0321.00160,1,807347,820461,-
75,STPY.0321.00142,1,1014203,1027319,+
75,STPY.0321.00063,1,873742,886858,-
75,STPY.0321.00107,1,1003856,1016974,+
75,STPY.0321.00140,1,787406,800522,-
75,STPY.0321.00073,1,1007802,1020919,+
75,STPY.0321.00125,1,940272,953383,-
75,STPY.0321.00123,1,870428,883539,-
75,STPY.0321.00136,1,925160,938275,+
75,STPY.0321.00194,1,861341,874457,-
75,STPY.0321.00145,1,801237,814354,-
75,STPY.0321.00059,1,829468,842584,-
75,STPY.0321.00135,1,992006,1005122,+
75,STPY.0321.00151,1,907362,920473,+
75,STPY.0321.00005,1,814439,827556,-
75,STPY.0321.00206,1,796948,810064,-
75,STPY.0321.00139,1,599908,613024,-
75,STPY.0321.00143,1,787350,800466,+
75,STPY.0321.00176,1,1057908,1071024,+
75,STPY.0321.00088,1,953728,966843,+
75,STPY.0321.00163,1,960081,973197,+
75,STPY.0321.00174,1,854103,867220,-
75,STPY.0321.00037,1,835346,848462,-
75,STPY.0321.00153,1,660946,674063,+
75,STPY.0321.00044,1,793905,807021,-
75,STPY.0321.00164,1,839205,852321,-
75,STPY.0321.00060,1,818990,832107,-
75,STPY.0321.00166,1,980254,993371,+
75,STPY.0321.00192,1,481537,494653,+
75,STPY.0321.00193,1,999076,1012193,+
75,STPY.0321.00154,1,943736,956852,+
75,STPY.0321.00055,1,873595,886711,-
75,STPY.0321.00155,1,947543,960659,+
75,STPY.0321.00074,1,1007947,1021064,+
75,STPY.0321.00167,1,955783,968900,+
75,STPY.0321.00112,1,832554,845671,-
75,STPY.0321.00169,1,838620,852823,-
75,STPY.0321.00144,1,818373,831489,-
75,STPY.0321.00157,1,1075584,1088699,+
75,STPY.0321.00168,1,888713,901824,-
75,STPY.0321.00041,1,1048869,1061986,+
75,STPY.0321.00146,1,932010,945077,+
75,STPY.0321.00119,1,1006505,1019622,+
75,STPY.0321.00118,1,948315,961426,+
75,STPY.0321.00049,1,1061011,1074128,+
75,STPY.0321.00046,1,827432,840549,-
75,STPY.0321.00043,1,1006990,1020107,+
75,STPY.0321.00152,1,851460,864577,-
75,STPY.0321.00141,1,820066,833183,-
75,STPY.0321.00038,1,1756138,1769249,+
75,STPY.0321.00117,1,835854,848965,-
75,STPY.0321.00122,1,917354,930470,+
75,STPY.0321.00042,1,883073,896187,-
75,STPY.0321.00028,1,862091,875201,-
75,STPY.0321.00019,1,907710,920826,+
75,STPY.0321.00092,1,796380,809496,-
75,STPY.0321.00124,1,948167,961278,+
75,STPY.0321.00207,1,848305,861424,-
75,STPY.0321.00209,1,802807,815923,-
75,STPY.0321.00214,1,811163,824275,-
75,STPY.0321.00191,1,983937,997054,+
75,STPY.0321.00211,1,995425,1008541,+
75,STPY.0321.00138,1,897129,910246,+
75,STPY.0321.00002,1,1803437,1816554,-
75,STPY.0321.00212,1,995414,1008529,+
75,STPY.0321.00210,1,1066203,1079320,+
75,STPY.0321.00173,1,771850,784967,-
75,STPY.0321.00175,1,802600,815715,-
75,STPY.0321.00172,1,917808,930926,+
75,STPY.0321.00170,1,849974,863091,-
75,STPY.0321.00069,1,855413,868530,-
75,STPY.0321.00179,1,958210,971326,+
75,STPY.0321.00182,1,878666,891782,-
75,STPY.0321.00189,1,845780,858897,-
75,STPY.0321.00010,1,772350,785466,-
75,STPY.0321.00024,1,1005608,1018725,+
75,STPY.0321.00058,1,1047627,1060744,+
75,STPY.0321.00021,1,915855,928972,+
75,STPY.0321.00159,1,948519,961630,+
75,STPY.0321.00178,1,801493,814610,-
75,STPY.0321.00188,1,835618,848729,-
75,STPY.0321.00040,1,833906,847022,-
75,STPY.0321.00106,1,849908,863024,-
75,STPY.0321.00017,1,914618,927734,+
75,STPY.0321.00186,1,829568,842679,-
75,STPY.0321.00111,1,811356,824467,-
75,STPY.0321.00030,1,791169,804282,-
75,STPY.0321.00185,1,852696,865807,-
75,STPY.0321.00190,1,1007852,1020969,+
75,STPY.0321.00180,1,980053,993170,+
75,STPY.0321.00181,1,797348,810464,-
75,STPY.0321.00023,1,1050501,1063618,+
75,STPY.0321.00184,1,979880,992991,+
75,STPY.0321.00183,1,873910,887026,-
75,STPY.0321.00165,1,808135,821252,-
75,STPY.0321.00047,1,1048040,1061157,+
75,STPY.0321.00095,1,798782,811897,-
75,STPY.0321.00039,1,1001844,1014961,+
75,STPY.0321.00036,1,836039,849157,-
75,STPY.0321.00076,1,1007029,1020146,+
75,STPY.0321.00035,1,976863,989979,+
75,STPY.0321.00027,1,814439,827556,-
75,STPY.0321.00031,1,849894,863011,-
75,STPY.0321.00034,1,805620,818730,-
75,STPY.0321.00158,1,788015,801132,+
75,STPY.0321.00052,1,1018935,1032052,+
75,STPY.0321.00029,1,835828,848938,-
75,STPY.0321.00054,1,1049086,1062203,+
75,STPY.0321.00150,1,834553,847670,-
75,STPY.0321.00177,1,958582,971704,+
75,STPY.0321.00011,1,943745,956856,-
75,STPY.0321.00009,1,847367,860472,-
75,STPY.0321.00020,1,943720,956831,-
75,STPY.0321.00008,1,995425,1008541,+
75,STPY.0321.00013,1,1041077,1054195,+
75,STPY.0321.00014,1,807812,820928,-
75,STPY.0321.00018,1,943727,956838,-
75,STPY.0321.00012,1,854144,867261,-
75,STPY.0321.00081,1,893667,906783,-
75,STPY.0321.00045,1,814845,827962,-
75,STPY.0321.00004,1,1013091,1026202,+
75,STPY.0321.00006,1,771594,784711,+
75,STPY.0321.00196,1,963313,976430,+
75,STPY.0321.00015,1,886302,899424,-
75,STPY.0321.00025,1,1013199,1026310,+
75,STPY.0321.00022,1,1006510,1019627,+
75,STPY.0321.00149,1,847991,861107,-
75,STPY.0321.00026,1,889621,902732,-
75,STPY.0321.00016,1,923875,936992,-
74,STPY.0321.00072,1,981783,1001200,+
74,STPY.0321.00071,1,982890,1002307,+
74,STPY.0321.00070,1,973628,993045,+
74,STPY.0321.00079,1,913792,933211,-
74,STPY.0321.00080,1,883025,902440,-
74,STPY.0321.00062,1,982631,1002048,+
74,STPY.0321.00061,1,979391,998709,+
74,STPY.0321.00082,1,859294,878712,-
74,STPY.0321.00057,1,979391,998709,+
74,STPY.0321.00067,1,844549,863967,-
74,STPY.0321.00065,1,982945,1002363,+
74,STPY.0321.00066,1,912989,932408,-
74,STPY.0321.00064,1,823923,843335,-
74,STPY.0321.00077,1,1038728,1058145,+
74,STPY.0321.00101,1,852826,872254,-
74,STPY.0321.00102,1,894102,913516,-
74,STPY.0321.00108,1,963681,983102,-
74,STPY.0321.00103,1,857806,877221,-
74,STPY.0321.00109,1,886873,906290,+
74,STPY.0321.00105,1,825096,844510,-
74,STPY.0321.00087,1,912492,931904,+
74,STPY.0321.00097,1,870024,889437,-
74,STPY.0321.00089,1,814272,833686,-
74,STPY.0321.00075,1,982678,1002095,+
74,STPY.0321.00083,1,910712,930126,-
74,STPY.0321.00086,1,885337,904705,+
74,STPY.0321.00085,1,894311,913725,+
74,STPY.0321.00094,1,832029,851446,-
74,STPY.0321.00096,1,852019,871440,-
74,STPY.0321.00093,1,856577,875994,-
74,STPY.0321.00091,1,946423,965837,-
74,STPY.0321.00217,1,1858678,1878100,+
74,STPY.0321.00219,1,1712721,1732140,+
74,STPY.0321.00213,1,848486,867914,-
74,STPY.0321.00216,1,956710,976131,-
74,STPY.0321.00197,1,891196,910596,-
74,STPY.0321.00203,1,913639,933058,-
74,STPY.0321.00218,1,981648,1001062,+
74,STPY.0321.00204,1,904583,924002,-
74,STPY.0321.00199,1,827133,846554,-
74,STPY.0321.00110,1,52173,71601,-
74,STPY.0321.00200,1,838250,857661,-
74,STPY.0321.00099,1,1022525,1041938,+
74,STPY.0321.00051,1,1067822,1087239,+
74,STPY.0321.00198,1,957653,977074,-
74,STPY.0321.00128,1,992536,1011950,+
74,STPY.0321.00033,1,826979,846397,-
74,STPY.0321.00130,1,992472,1011886,+
74,STPY.0321.00129,1,877076,896490,-
74,STPY.0321.00127,1,960263,979677,+
74,STPY.0321.00208,1,822558,841969,-
74,STPY.0321.00068,1,981982,1001400,+
74,STPY.0321.00050,1,941507,960922,-
74,STPY.0321.00201,1,829744,849172,-
74,STPY.0321.00056,1,984071,1003488,+
74,STPY.0321.00133,1,851805,871218,-
74,STPY.0321.00134,1,919161,938579,+
74,STPY.0321.00078,1,982722,1002139,+
74,STPY.0321.00132,1,1065422,1084827,+
74,STPY.0321.00115,1,1120039,1139452,+
74,STPY.0321.00001,1,843240,862653,-
74,STPY.0321.00053,1,831808,851225,-
74,STPY.0321.00090,1,924746,944165,+
74,STPY.0321.00202,1,832115,851532,-
74,STPY.0321.00048,1,859060,878481,-
74,STPY.0321.00113,1,842893,862306,-
74,STPY.0321.00114,1,843002,862415,-
74,STPY.0321.00121,1,848394,867807,-
74,STPY.0321.00137,1,851543,870956,-
74,STPY.0321.00161,1,847789,867203,-
74,STPY.0321.00007,1,963387,982809,-
74,STPY.0321.00205,1,935629,955045,-
74,STPY.0321.00131,1,846930,866358,-
74,STPY.0321.00147,1,940278,959673,+
74,STPY.0321.00126,1,881240,900655,-
74,STPY.0321.00098,1,957503,976914,+
74,STPY.0321.00116,1,1379080,1398493,-
74,STPY.0321.00156,1,918375,937791,-
74,STPY.0321.00187,1,887592,907007,-
74,STPY.0321.00120,1,972082,991498,+
74,STPY.0321.00100,1,938408,957819,+
74,STPY.0321.00032,1,1023940,1043357,+
74,STPY.0321.00195,1,911309,930737,-
74,STPY.0321.00084,1,915639,935050,+
74,STPY.0321.00215,1,813880,833294,-
74,STPY.0321.00148,1,867407,886825,-
74,STPY.0321.00104,1,861245,880659,-
74,STPY.0321.00171,1,821537,840950,-
74,STPY.0321.00003,1,957177,976598,-
74,STPY.0321.00162,1,901311,920725,-
74,STPY.0321.00160,1,822515,841928,-
74,STPY.0321.00142,1,990649,1010068,+
74,STPY.0321.00063,1,890992,910406,-
74,STPY.0321.00107,1,980303,999720,+
74,STPY.0321.00140,1,804658,824075,-
74,STPY.0321.00073,1,984361,1003778,+
74,STPY.0321.00125,1,957517,976932,-
74,STPY.0321.00123,1,887673,907088,-
74,STPY.0321.00136,1,901609,921024,+
74,STPY.0321.00194,1,878591,898005,-
74,STPY.0321.00145,1,818490,837904,-
74,STPY.0321.00059,1,846718,866132,-
74,STPY.0321.00135,1,968460,987871,+
74,STPY.0321.00151,1,883815,903226,+
74,STPY.0321.00005,1,831580,850997,-
74,STPY.0321.00206,1,815569,834941,-
74,STPY.0321.00139,1,617158,636595,-
74,STPY.0321.00143,1,765881,785296,+
74,STPY.0321.00176,1,1034356,1053772,+
74,STPY.0321.00088,1,930178,949592,+
74,STPY.0321.00163,1,936531,955945,+
74,STPY.0321.00174,1,871355,890774,-
74,STPY.0321.00037,1,852596,872009,-
74,STPY.0321.00153,1,637399,656812,+
74,STPY.0321.00044,1,809075,828488,-
74,STPY.0321.00164,1,856455,875873,-
74,STPY.0321.00060,1,836241,855653,-
74,STPY.0321.00166,1,956704,976118,+
74,STPY.0321.00192,1,458006,477417,+
74,STPY.0321.00193,1,975528,994943,+
74,STPY.0321.00154,1,920190,939600,+
74,STPY.0321.00055,1,890845,910259,-
74,STPY.0321.00155,1,923992,943407,+
74,STPY.0321.00074,1,984506,1003923,+
74,STPY.0321.00167,1,932230,951647,+
74,STPY.0321.00112,1,847725,867138,-
74,STPY.0321.00169,1,856970,876371,-
74,STPY.0321.00144,1,835623,855037,-
74,STPY.0321.00157,1,1052039,1071449,+
74,STPY.0321.00168,1,905411,924826,-
74,STPY.0321.00041,1,1025428,1044845,+
74,STPY.0321.00146,1,908442,927873,+
74,STPY.0321.00119,1,983065,1002482,+
74,STPY.0321.00118,1,924766,944181,+
74,STPY.0321.00049,1,1037570,1056987,+
74,STPY.0321.00046,1,842603,862016,-
74,STPY.0321.00043,1,983549,1002966,+
74,STPY.0321.00152,1,868713,888126,-
74,STPY.0321.00141,1,837317,856736,-
74,STPY.0321.00038,1,1732575,1752003,+
74,STPY.0321.00117,1,853100,872528,-
74,STPY.0321.00122,1,893803,913220,+
74,STPY.0321.00042,1,898241,917654,-
74,STPY.0321.00028,1,879341,898756,-
74,STPY.0321.00019,1,884164,903574,+
74,STPY.0321.00092,1,813630,833044,-
74,STPY.0321.00124,1,924618,944033,+
74,STPY.0321.00207,1,865559,884978,-
74,STPY.0321.00209,1,820058,839469,-
74,STPY.0321.00214,1,828410,847838,-
74,STPY.0321.00191,1,960431,979845,+
74,STPY.0321.00211,1,971894,991305,+
74,STPY.0321.00138,1,873575,892994,+
74,STPY.0321.00002,1,1820690,1840103,-
74,STPY.0321.00212,1,971884,991294,+
74,STPY.0321.00210,1,1042650,1062069,+
74,STPY.0321.00173,1,789100,808514,-
74,STPY.0321.00175,1,819850,839264,-
74,STPY.0321.00172,1,894258,913674,+
74,STPY.0321.00170,1,867225,886644,-
74,STPY.0321.00069,1,872554,891971,-
74,STPY.0321.00179,1,934661,954075,+
74,STPY.0321.00182,1,893836,913249,-
74,STPY.0321.00189,1,863031,882450,-
74,STPY.0321.00010,1,789602,809017,-
74,STPY.0321.00024,1,982167,1001584,+
74,STPY.0321.00058,1,1024186,1043603,+
74,STPY.0321.00021,1,892304,911719,+
74,STPY.0321.00159,1,924970,944385,+
74,STPY.0321.00178,1,818702,838116,-
74,STPY.0321.00188,1,852863,872291,-
74,STPY.0321.00040,1,852527,871899,-
74,STPY.0321.00106,1,867158,886574,-
74,STPY.0321.00017,1,891111,910528,+
74,STPY.0321.00186,1,846814,866242,-
74,STPY.0321.00111,1,828602,848030,-
74,STPY.0321.00030,1,808416,827833,-
74,STPY.0321.00185,1,869942,889370,-
74,STPY.0321.00190,1,984411,1003828,+
74,STPY.0321.00180,1,956504,975919,+
74,STPY.0321.00181,1,814598,834012,-
74,STPY.0321.00023,1,1027060,1046477,+
74,STPY.0321.00184,1,956317,975745,+
74,STPY.0321.00183,1,891160,910574,-
