Seq_id	Size	Description
184	-	863532	859414	4118
186	+	1071546	1075664	4118
188	+	1025350	1029468	4118
189	-	825651	821533	4118
190	+	1030535	1034653	4118
191	+	1000370	1004488	4118
192	-	804050	799932	4118
194	-	800573	796466	4107
196	+	1042441	1046559	4118
197	-	830781	826674	4107
198	+	1072592	1076710	4118
201	-	933343	929225	4118
202	-	841430	837317	4113
203	-	933318	929200	4118
206	-	797433	793321	4112
207	-	933325	929207	4118
208	-	843755	839637	4118
210	-	804456	800338	4118
211	+	1031249	1035356	4107
214	-	855194	851077	4117
215	+	1031357	1035464	4107
216	+	1030017	1034135	4118
217	-	842909	837597	5312
218	-	884574	880467	4107
219	-	913486	909368	4118
--------------------------------------------------------------------------------
Block #76
Seq_id	Strand	Start	End	Length
1	+	1018342	1022866	4524
2	+	1019449	1023972	4523
3	+	1010187	1014710	4523
4	-	896538	892016	4522
5	-	865770	861247	4523
6	+	1019190	1023713	4523
8	-	842041	837519	4522
11	+	1019505	1024028	4523
12	-	895735	891213	4522
14	+	1075287	1079810	4523
15	-	835578	831088	4490
16	-	876852	872324	4528
18	-	840555	836031	4524
19	+	923542	928065	4523
20	-	807843	803332	4511
21	+	949157	953679	4522
22	-	852773	848284	4489
24	+	1019237	1023760	4523
25	-	892374	887850	4524
26	+	921957	926474	4517
27	+	930977	935502	4525
28	-	814775	810253	4522
31	-	929170	924635	4535
33	+	1749393	1753916	4523
34	-	831238	826748	4490
37	-	896385	891863	4522
38	+	1018314	1022826	4512
39	-	887331	882820	4511
41	-	34925	30435	4490
43	+	1059185	1063710	4525
44	+	1104381	1108904	4523
47	-	809727	805216	4511
50	+	996928	1001452	4524
52	+	1018542	1023065	4523
53	-	924254	919730	4524
54	-	812496	808006	4490
55	+	1020630	1025153	4523
57	+	955831	960354	4523
58	+	1019281	1023804	4523
59	+	1102078	1106601	4523
60	+	1156705	1161196	4491
61	-	828067	823556	4511
62	-	814665	810143	4522
64	-	814972	810450	4522
65	-	841805	837283	4522
66	-	827720	823209	4511
67	-	827829	823318	4511
68	-	833222	828711	4511
70	-	830536	826013	4523
72	-	918382	913847	4535
73	-	829682	825192	4490
74	+	976925	981440	4515
75	-	863993	859458	4535
77	-	1361826	1357336	4490
78	-	901124	896602	4522
79	-	870345	865810	4535
80	+	1006669	1011194	4525
81	+	975072	979597	4525
82	+	1060498	1065021	4523
83	-	894061	889571	4490
86	-	850153	845629	4524
87	-	843992	839469	4523
88	-	804284	799769	4515
90	-	884065	879543	4522
91	-	807345	802820	4525
92	+	1027320	1031845	4525
93	-	873740	869229	4511
96	+	1020920	1025443	4523
97	-	940270	935735	4535
98	-	870426	865891	4535
100	-	861339	856815	4524
102	-	829466	824955	4511
103	+	1005123	1009647	4524
104	+	920474	924999	4525
105	-	814437	809915	4522
110	+	966844	971371	4527
111	+	973198	977725	4527
112	-	854101	849579	4522
113	-	835344	830833	4511
115	-	793903	789392	4511
116	-	839203	834692	4511
118	+	993372	997896	4524
121	+	956853	961378	4525
122	-	873593	869082	4511
124	+	1021065	1025588	4523
126	-	832552	828037	4515
128	-	818371	813847	4524
129	+	1088700	1093214	4514
130	-	888711	884187	4524
131	+	1061987	1066510	4523
133	+	1019623	1024146	4523
134	+	961427	965963	4536
135	+	1074129	1078652	4523
136	-	827430	822919	4511
137	+	1020108	1024631	4523
140	+	1769250	1773741	4491
141	-	835852	831362	4490
142	+	930471	934995	4524
143	-	883071	878547	4524
144	-	862089	857565	4524
145	+	920827	925352	4525
147	+	961279	965815	4536
150	-	811161	806671	4490
153	+	910247	914770	4523
156	+	1079321	1083844	4523
159	+	930927	935450	4523
161	-	855411	850889	4522
162	+	971327	975852	4525
163	-	878664	874153	4511
166	+	1018726	1023249	4523
167	+	1060745	1065268	4523
169	+	961631	966167	4536
171	-	835616	831126	4490
174	+	927735	932259	4524
175	-	829566	825076	4490
176	-	811354	806864	4490
178	-	852694	848204	4490
179	+	1020970	1025493	4523
180	+	993171	997689	4518
181	-	797346	792822	4524
182	+	1063619	1068142	4523
183	+	992992	997483	4491
184	-	873908	869397	4511
186	+	1061158	1065681	4523
188	+	1014962	1019485	4523
189	-	836037	831516	4521
190	+	1020147	1024670	4523
191	+	989980	994505	4525
192	-	814437	809915	4522
194	-	805618	801128	4490
196	+	1032053	1036576	4523
197	-	835826	831336	4490
198	+	1062204	1066727	4523
201	-	943743	939208	4535
202	-	847365	842843	4522
203	-	943718	939183	4535
206	-	807810	803299	4511
207	-	943725	939190	4535
208	-	854142	849620	4522
210	-	814843	810321	4522
211	+	1026203	1030694	4491
214	-	886300	881778	4522
215	+	1026311	1030802	4491
216	+	1019628	1024151	4523
217	-	847989	843466	4523
218	-	889619	885129	4490
219	-	923873	919351	4522
--------------------------------------------------------------------------------
Block #75
Seq_id	Strand	Start	End	Length
1	+	1005224	1018341	13117
2	+	1006331	1019448	13117
3	+	997069	1010186	13117
4	-	909657	896540	13117
5	-	878889	865772	13117
6	+	1006072	1019189	13117
7	+	1002845	1015963	13118
8	-	855159	842043	13116
9	+	1002845	1015963	13118
10	-	840414	827298	13116
11	+	1006387	1019504	13117
12	-	908854	895737	13117
13	-	819787	806670	13117
14	+	1062169	1075286	13117
15	-	848691	835580	13111
16	-	889967	876854	13113
17	-	959547	946431	13116
18	-	853672	840557	13115
19	+	910424	923541	13117
20	-	820961	807845	13116
21	+	936039	949156	13117
22	-	865890	852775	13115
23	-	810138	797021	13117
24	+	1006119	1019236	13117
25	-	905492	892376	13116
26	+	908839	921956	13117
27	+	917860	930976	13116
28	-	827894	814777	13117
29	-	847882	834765	13117
30	-	852453	839335	13118
31	-	942287	929172	13115
32	+	1882234	1895351	13117
33	+	1736275	1749392	13117
34	-	844351	831240	13111
35	-	952576	939459	13117
36	-	887049	872846	14203
37	-	909504	896387	13117
38	+	1005197	1018313	13116
39	-	900449	887333	13116
40	-	822999	809882	13117
41	-	48038	34927	13111
42	-	834130	821013	13117
43	+	1046071	1059184	13113
44	+	1091263	1104380	13117
45	-	953519	940403	13116
46	+	1016083	1029200	13117
47	-	822845	809729	13116
48	+	1016019	1029136	13117
49	-	872943	859826	13117
50	+	983811	996927	13116
51	-	818423	805306	13117
52	+	1005424	1018541	13117
53	-	937373	924256	13117
54	-	825609	812498	13111
55	+	1007512	1020629	13117
56	-	847671	834554	13117
57	+	942714	955830	13116
58	+	1006163	1019280	13117
59	+	1088961	1102077	13116
60	+	1143586	1156704	13118
61	-	841186	828069	13117
62	-	827784	814667	13117
63	+	948300	961417	13117
64	-	828091	814974	13117
65	-	854828	841807	13021
66	-	840839	827722	13117
67	-	840948	827831	13117
68	-	846340	833224	13116
69	-	847409	834292	13117
70	-	843654	830538	13116
71	-	959253	946137	13116
72	-	931495	918384	13111
73	-	842795	829684	13111
74	+	963808	976924	13116
75	-	877106	863995	13111
76	+	981048	994165	13117
77	-	1374946	1361828	13118
78	-	914242	901126	13116
79	-	883458	870347	13111
80	+	993553	1006668	13115
81	+	961954	975071	13117
82	+	1047381	1060497	13116
83	-	907174	894063	13111
84	+	939184	952301	13117
85	-	809744	796634	13110
86	-	863270	850155	13115
87	-	857110	843994	13116
88	-	817403	804286	13117
89	-	953043	939927	13116
90	-	897177	884067	13110
91	-	820461	807347	13114
92	+	1014203	1027319	13116
93	-	886858	873742	13116
94	+	1003856	1016974	13118
95	-	800522	787406	13116
96	+	1007802	1020919	13117
97	-	953383	940272	13111
98	-	883539	870428	13111
99	+	925160	938275	13115
100	-	874457	861341	13116
101	-	814354	801237	13117
102	-	842584	829468	13116
103	+	992006	1005122	13116
104	+	907362	920473	13111
105	-	827556	814439	13117
106	-	810064	796948	13116
107	-	613024	599908	13116
108	+	787350	800466	13116
109	+	1057908	1071024	13116
110	+	953728	966843	13115
111	+	960081	973197	13116
112	-	867220	854103	13117
113	-	848462	835346	13116
114	+	660946	674063	13117
115	-	807021	793905	13116
116	-	852321	839205	13116
117	-	832107	818990	13117
118	+	980254	993371	13117
119	+	481537	494653	13116
120	+	999076	1012193	13117
121	+	943736	956852	13116
122	-	886711	873595	13116
123	+	947543	960659	13116
124	+	1007947	1021064	13117
125	+	955783	968900	13117
126	-	845671	832554	13117
127	-	852823	838620	14203
128	-	831489	818373	13116
129	+	1075584	1088699	13115
130	-	901824	888713	13111
131	+	1048869	1061986	13117
132	+	932010	945077	13067
133	+	1006505	1019622	13117
134	+	948315	961426	13111
135	+	1061011	1074128	13117
136	-	840549	827432	13117
137	+	1006990	1020107	13117
138	-	864577	851460	13117
139	-	833183	820066	13117
140	+	1756138	1769249	13111
141	-	848965	835854	13111
142	+	917354	930470	13116
143	-	896187	883073	13114
144	-	875201	862091	13110
145	+	907710	920826	13116
146	-	809496	796380	13116
147	+	948167	961278	13111
148	-	861424	848305	13119
149	-	815923	802807	13116
150	-	824275	811163	13112
151	+	983937	997054	13117
152	+	995425	1008541	13116
153	+	897129	910246	13117
154	-	1816554	1803437	13117
155	+	995414	1008529	13115
156	+	1066203	1079320	13117
157	-	784967	771850	13117
158	-	815715	802600	13115
159	+	917808	930926	13118
160	-	863091	849974	13117
161	-	868530	855413	13117
162	+	958210	971326	13116
163	-	891782	878666	13116
164	-	858897	845780	13117
165	-	785466	772350	13116
166	+	1005608	1018725	13117
167	+	1047627	1060744	13117
168	+	915855	928972	13117
169	+	948519	961630	13111
170	-	814610	801493	13117
171	-	848729	835618	13111
172	-	847022	833906	13116
173	-	863024	849908	13116
174	+	914618	927734	13116
175	-	842679	829568	13111
176	-	824467	811356	13111
177	-	804282	791169	13113
178	-	865807	852696	13111
179	+	1007852	1020969	13117
180	+	980053	993170	13117
181	-	810464	797348	13116
182	+	1050501	1063618	13117
183	+	979880	992991	13111
184	-	887026	873910	13116
185	-	821252	808135	13117
186	+	1048040	1061157	13117
187	-	811897	798782	13115
188	+	1001844	1014961	13117
189	-	849157	836039	13118
190	+	1007029	1020146	13117
191	+	976863	989979	13116
192	-	827556	814439	13117
193	-	863011	849894	13117
194	-	818730	805620	13110
195	+	788015	801132	13117
196	+	1018935	1032052	13117
197	-	848938	835828	13110
198	+	1049086	1062203	13117
199	-	847670	834553	13117
200	+	958582	971704	13122
201	-	956856	943745	13111
202	-	860472	847367	13105
203	-	956831	943720	13111
204	+	995425	1008541	13116
205	+	1041077	1054195	13118
206	-	820928	807812	13116
207	-	956838	943727	13111
208	-	867261	854144	13117
209	-	906783	893667	13116
210	-	827962	814845	13117
211	+	1013091	1026202	13111
212	+	771594	784711	13117
213	+	963313	976430	13117
214	-	899424	886302	13122
215	+	1013199	1026310	13111
216	+	1006510	1019627	13117
217	-	861107	847991	13116
218	-	902732	889621	13111
219	-	936992	923875	13117
--------------------------------------------------------------------------------
Block #74
Seq_id	Strand	Start	End	Length
1	+	981783	1001200	19417
2	+	982890	1002307	19417
3	+	973628	993045	19417
4	-	933211	913792	19419
5	-	902440	883025	19415
6	+	982631	1002048	19417
7	+	979391	998709	19318
8	-	878712	859294	19418
9	+	979391	998709	19318
10	-	863967	844549	19418
11	+	982945	1002363	19418
12	-	932408	912989	19419
13	-	843335	823923	19412
14	+	1038728	1058145	19417
15	-	872254	852826	19428
16	-	913516	894102	19414
17	-	983102	963681	19421
18	-	877221	857806	19415
19	+	886873	906290	19417
20	-	844510	825096	19414
21	+	912492	931904	19412
22	-	889437	870024	19413
23	-	833686	814272	19414
24	+	982678	1002095	19417
25	-	930126	910712	19414
26	+	885337	904705	19368
27	+	894311	913725	19414
28	-	851446	832029	19417
29	-	871440	852019	19421
30	-	875994	856577	19417
31	-	965837	946423	19414
32	+	1858678	1878100	19422
33	+	1712721	1732140	19419
34	-	867914	848486	19428
35	-	976131	956710	19421
36	-	910596	891196	19400
37	-	933058	913639	19419
38	+	981648	1001062	19414
39	-	924002	904583	19419
40	-	846554	827133	19421
41	-	71601	52173	19428
42	-	857661	838250	19411
43	+	1022525	1041938	19413
44	+	1067822	1087239	19417
45	-	977074	957653	19421
46	+	992536	1011950	19414
47	-	846397	826979	19418
48	+	992472	1011886	19414
49	-	896490	877076	19414
50	+	960263	979677	19414
51	-	841969	822558	19411
52	+	981982	1001400	19418
53	-	960922	941507	19415
54	-	849172	829744	19428
55	+	984071	1003488	19417
56	-	871218	851805	19413
57	+	919161	938579	19418
58	+	982722	1002139	19417
59	+	1065422	1084827	19405
60	+	1120039	1139452	19413
61	-	862653	843240	19413
62	-	851225	831808	19417
63	+	924746	944165	19419
64	-	851532	832115	19417
65	-	878481	859060	19421
66	-	862306	842893	19413
67	-	862415	843002	19413
68	-	867807	848394	19413
69	-	870956	851543	19413
70	-	867203	847789	19414
71	-	982809	963387	19422
72	-	955045	935629	19416
73	-	866358	846930	19428
74	+	940278	959673	19395
75	-	900655	881240	19415
76	+	957503	976914	19411
77	-	1398493	1379080	19413
78	-	937791	918375	19416
79	-	907007	887592	19415
80	+	972082	991498	19416
81	+	938408	957819	19411
82	+	1023940	1043357	19417
83	-	930737	911309	19428
84	+	915639	935050	19411
85	-	833294	813880	19414
86	-	886825	867407	19418
87	-	880659	861245	19414
88	-	840950	821537	19413
89	-	976598	957177	19421
90	-	920725	901311	19414
91	-	841928	822515	19413
92	+	990649	1010068	19419
93	-	910406	890992	19414
94	+	980303	999720	19417
95	-	824075	804658	19417
96	+	984361	1003778	19417
97	-	976932	957517	19415
98	-	907088	887673	19415
99	+	901609	921024	19415
100	-	898005	878591	19414
101	-	837904	818490	19414
102	-	866132	846718	19414
103	+	968460	987871	19411
104	+	883815	903226	19411
105	-	850997	831580	19417
106	-	834941	815569	19372
107	-	636595	617158	19437
108	+	765881	785296	19415
109	+	1034356	1053772	19416
110	+	930178	949592	19414
111	+	936531	955945	19414
112	-	890774	871355	19419
113	-	872009	852596	19413
114	+	637399	656812	19413
115	-	828488	809075	19413
116	-	875873	856455	19418
117	-	855653	836241	19412
118	+	956704	976118	19414
119	+	458006	477417	19411
120	+	975528	994943	19415
121	+	920190	939600	19410
122	-	910259	890845	19414
123	+	923992	943407	19415
124	+	984506	1003923	19417
125	+	932230	951647	19417
126	-	867138	847725	19413
127	-	876371	856970	19401
128	-	855037	835623	19414
129	+	1052039	1071449	19410
130	-	924826	905411	19415
131	+	1025428	1044845	19417
132	+	908442	927873	19431
133	+	983065	1002482	19417
134	+	924766	944181	19415
135	+	1037570	1056987	19417
136	-	862016	842603	19413
137	+	983549	1002966	19417
138	-	888126	868713	19413
139	-	856736	837317	19419
140	+	1732575	1752003	19428
141	-	872528	853100	19428
142	+	893803	913220	19417
143	-	917654	898241	19413
144	-	898756	879341	19415
145	+	884164	903574	19410
146	-	833044	813630	19414
147	+	924618	944033	19415
148	-	884978	865559	19419
149	-	839469	820058	19411
150	-	847838	828410	19428
151	+	960431	979845	19414
152	+	971894	991305	19411
153	+	873575	892994	19419
154	-	1840103	1820690	19413
155	+	971884	991294	19410
156	+	1042650	1062069	19419
157	-	808514	789100	19414
158	-	839264	819850	19414
159	+	894258	913674	19416
160	-	886644	867225	19419
161	-	891971	872554	19417
162	+	934661	954075	19414
163	-	913249	893836	19413
164	-	882450	863031	19419
165	-	809017	789602	19415
166	+	982167	1001584	19417
167	+	1024186	1043603	19417
168	+	892304	911719	19415
169	+	924970	944385	19415
170	-	838116	818702	19414
171	-	872291	852863	19428
172	-	871899	852527	19372
173	-	886574	867158	19416
174	+	891111	910528	19417
175	-	866242	846814	19428
176	-	848030	828602	19428
177	-	827833	808416	19417
178	-	889370	869942	19428
179	+	984411	1003828	19417
180	+	956504	975919	19415
181	-	834012	814598	19414
182	+	1027060	1046477	19417
183	+	956317	975745	19428
184	-	910574	891160	19414
185	-	844800	825388	19412
186	+	1024599	1044016	19417
187	-	835448	816033	19415
188	+	978403	997820	19417
189	-	872705	853292	19413
190	+	983588	1003005	19417
191	+	953315	972728	19413
192	-	850997	831580	19417
193	-	886564	867145	19419
194	-	842293	822865	19428
195	+	764465	783881	19416
196	+	995494	1014911	19417
197	-	872501	853073	19428
198	+	1025644	1045062	19418
199	-	871217	851804	19413
200	+	935036	954447	19411
201	-	980405	960990	19415
202	-	883977	864607	19370
203	-	980380	960965	19415
204	+	971894	991305	19411
205	+	1017520	1036941	19421
206	-	842395	822982	19413
207	-	980387	960972	19415
208	-	890815	871396	19419
209	-	930337	910919	19418
210	-	851403	831986	19417
211	+	989528	1008956	19428
212	+	748044	767460	19416
213	+	939765	959180	19415
214	-	922974	903560	19414
215	+	989636	1009064	19428
216	+	983069	1002486	19417
217	-	884657	865241	19416
218	-	926295	906867	19428
219	-	960546	941127	19419
--------------------------------------------------------------------------------
Block #73
Seq_id	Strand	Start	End	Length
1	+	978464	981781	3317
2	+	979571	982888	3317
3	+	970309	973626	3317
4	-	936529	933212	3317
5	-	905758	902441	3317
6	+	979312	982629	3317
7	+	976019	979389	3370
8	-	882030	878713	3317
9	+	976019	979389	3370
10	-	867285	863968	3317
11	+	979626	982943	3317
12	-	935726	932409	3317
13	-	846706	843336	3370
14	+	1035409	1038726	3317
15	-	875575	872256	3319
16	-	916888	913517	3371
17	-	986420	983103	3317
18	-	880540	877222	3318
19	+	883554	886871	3317
20	-	847828	844511	3317
21	+	909173	912490	3317
22	-	892808	889438	3370
23	-	837004	833687	3317
24	+	979359	982676	3317
25	-	933444	930127	3317
26	+	880630	883923	3293
27	+	890992	894309	3317
28	-	854764	851447	3317
29	-	874758	871441	3317
30	-	879312	875995	3317
31	-	969208	965838	3370
32	+	1855364	1858676	3312
